微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I11wV3WtB,种草使我平静  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2gy1g5qelaink2j20rs1z3qpr.jpg,http://ww2.sinaimg.cn/large/93ff78d2gy1g5qelb6mt1j20rs3lyx6p.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qelc7u1jj22bc3h07wj.jpg,http://ww1.sinaimg.cn/large/93ff78d2gy1g5qeld3zghj22pl1j44qq.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qela5p2tj20rs0rsarn.jpg,http://ww3.sinaimg.cn/large/93ff78d2gy1g5qeldl0t8j20yi0yik48.jpg",无,无,2019-08-07 00:04,iPhone客户端,2,0,0
转发内容: 【雅集書稿印】雅集监制書稿印，黄铜，53*10*40mm，亦能做小镇纸，可定制。160元一方，需要的“威”信shufa101联系  [组图共9张] 原图 ",无,"http://ww4.sinaimg.cn/large/980bb438jw1f1uci0k43rj20qo0zk3zj.jpg,http://ww3.sinaimg.cn/large/980bb438jw1f1uchz2y7sj20qo0zk0vd.jpg,http://ww4.sinaimg.cn/large/980bb438jw1f1uchu1ao5j20j60pk76m.jpg,http://ww1.sinaimg.cn/large/980bb438jw1f1uchy3djnj20qo0zkq58.jpg,http://ww3.sinaimg.cn/large/980bb438jw1f1uchv1we8j20j60pktbd.jpg,http://ww2.sinaimg.cn/large/980bb438jw1f1uchx7ekxj20qo0zkgnu.jpg,http://ww1.sinaimg.cn/large/980bb438jw1f1uchzx26aj20qo0zkdgs.jpg,http://ww4.sinaimg.cn/large/980bb438jw1f1uchvniiej20j60pk77a.jpg,http://ww2.sinaimg.cn/large/980bb438jw1f1uchwj3etj20qo0zkgmq.jpg",False,无,无,2016-03-13 16:54,360安全浏览器,0,0,0
Dm3OyFJpl,"转发理由:其实对它们来说，衣服才是你的本体#回忆专用小马甲#  
原始用户: 回忆专用小马甲
转发内容: #妞妞端午# 每次出门都得顶着巨大的负罪感，叫醒它俩，抽出我的衣服……它俩就爱睡我衣服上，但没办法，我约会又多，我约会又多，我约会又多，不得不出门……秒拍视频  ",无,无,False,无,无,2016-03-13 14:48,微博 weibo.com,0,0,0
Dm0Od0UHl,早安～先生说，中国画以文人画为画坛主导。文人画以诗书画印为一体，表达内涵，境界层次，才气灵气，文化底蕴…许多方面是高于其他画种✪ω✪所以国画专业还要练书法，篆刻也是要多练练哒贴几张去年刻的，初级手残，功力还没有（*/∇＼*）#都应该练练书法和篆刻，再出门闯荡……《李黑》#  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/93ff78d2jw1f1uurqljtij20hs0dcgp0.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f1uurw2bi9j20hs0dc41w.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f1uuto5vhpj20hs0dcju3.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f1uuuyid1yj20hs0dc77i.jpg",无,True,无,无,2016-03-13 07:09,手机微博触屏版,0,0,0
DlPeHeXif,"转发理由:转发微博  
原始用户: 中国书画诗词院
转发内容: ［ 故宫里面那些 匾额的含义 … ］  [组图共9张] 原图 ",无,"http://ww4.sinaimg.cn/large/a7295e45jw1f1t87e8ulbj20c80eqjt5.jpg,http://ww2.sinaimg.cn/large/a7295e45jw1f1t87emwn2j20c80erq49.jpg,http://ww2.sinaimg.cn/large/a7295e45jw1f1t87fcdulj20c80erta6.jpg,http://ww3.sinaimg.cn/large/a7295e45jw1f1t87frdeoj20c80emwg4.jpg,http://ww1.sinaimg.cn/large/a7295e45jw1f1t87gd8otj20c808oaaq.jpg,http://ww3.sinaimg.cn/large/a7295e45jw1f1t87gv506j20c80etmyu.jpg,http://ww1.sinaimg.cn/large/a7295e45jw1f1t87hga6uj20c80ergmy.jpg,http://ww2.sinaimg.cn/large/a7295e45jw1f1t87hzlh3j20c80exmz0.jpg,http://ww2.sinaimg.cn/large/a7295e45jw1f1t87ikw79j20c80es3zt.jpg",False,无,无,2016-03-12 01:41,手机微博触屏版,0,0,0
DlOYvqeRR,"转发理由:抽我吧～鸡腿心肝儿_(:з」∠)_@伊吹鸡腿子  
原始用户: 伊吹鸡腿子
转发内容: 去年就想玩胶带手帐来着，没时间弄，又超想玩，拖到现在总算做好了，不过因为是我自己想玩，所以得开预定……请仔细阅读长图，请仔细阅读长图！！转发抽三位送全套，全套笔记本+纸胶带噢，4月30号晚11：00开奖。纸胶带全套地址（单价25）：http://t.cn/RGmzl58 笔记本：http://t.cn/RGmzl5Q  原图 ",无,http://ww1.sinaimg.cn/large/6aa3df83gw1f1t4obvmx1j20sg4hy7wh.jpg,False,无,无,2016-03-12 01:01,手机微博触屏版,0,0,0
DlvC69kvS,今天几只聚在一起聊天，内容不知怎么有只聊到以后工作找关系相亲对象有房有车有钱…一口哀怨，像是不可抗拒的定律。我说社会主义下任接班人是我们～这种现象不要再出现了～她们驳道几代传统不成文规矩哪那么容易，真想说你们自己都不相信所以才更不容易吧ヽ(ー_ー )ノ这魂的旷野太悖谬，回到帐幕里吧  ,无,无,True,无,无,2016-03-09 23:44,手机微博触屏版,0,0,0
DkJX36fOA,"转发理由:雍正~  
原始用户: 书画界
转发内容: 康熙、雍正、乾隆的故宫匾额御笔，祖孙三代谁的书法造诣修为更高？#许以熟知先以真知##书画知识大全##书画界#  [组图共7张] 原图 ",无,"http://ww2.sinaimg.cn/large/e7124480jw1f1kfyexlu0j20fa05n74v.jpg,http://ww3.sinaimg.cn/large/e7124480jw1f1kfyfldh6j20fa04dt91.jpg,http://ww4.sinaimg.cn/large/e7124480jw1f1l6kvo94oj20fa0493z2.jpg,http://ww2.sinaimg.cn/large/e7124480jw1f1l6kvwpd4j20fa05gaao.jpg,http://ww4.sinaimg.cn/large/e7124480jw1f1l6kv8yzcj20fa04pdgf.jpg,http://ww2.sinaimg.cn/large/e7124480jw1f1l6kw69m8j20fa042jrs.jpg,http://ww2.sinaimg.cn/large/e7124480jw1f1kfyeq9hnj20fa07tgm8.jpg",False,无,无,2016-03-04 22:23,360安全浏览器,0,0,0
DkgNQ4tjB,"转发理由:这锅汤圆是芝麻馅的  
原始用户: 动漫君love_love
转发内容: 一窝萌出血白汤圆，中间竟然混进了一个叛徒~ 秒拍视频  ",无,无,False,无,无,2016-03-01 20:11,微博 weibo.com,0,0,0
Dk9dncHhV,《白云红树》没骨山水，临蓝瑛。所盼望的遲延未得，令人心憂；所願意的臨到，乃是生命樹。 箴言 13:12  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2jw1f1goperdq6j20ga0mhagl.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f1gopihq8rj20gv0migs8.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f1gopn8nw4j20c00gy778.jpg",无,True,无,无,2016-03-01 00:52,手机微博触屏版,0,0,0
Dk3baAlRu,早安，闰年二月多出来的29号  原图 ,http://ww2.sinaimg.cn/large/93ff78d2jw1f1fya283abj20ao0gota2.jpg,无,True,无,无,2016-02-29 09:30,手机微博触屏版,0,0,0
Dk00O3FvZ,有时在想，可是诚意不够？努力不努力的结果好像没差啊。可是再想想雅各爱拉结，受了多少苦？你本无份，但看你如此执着，怜悯你的愚蠢就赐些恩典。执念不可太深，更忌妄想妄求，毕竟只乞得怜悯配不得荣耀冠冕  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2jw1f1fk1brjywj20cm0hstao.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f1fk1ffid4j20dc0hsgoy.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f1fk1jx7kdj208y0fktbg.jpg",无,True,无,无,2016-02-29 01:26,手机微博触屏版,2,0,0
DjWB83Idc,转发微博已被删除,无,无,False,无,无,2016-02-28 16:45,微博 weibo.com,0,0,0
DjWyQfmfP,女主角如果能有点教养别蹲下来，这个电影就不会那么漫长了#真实魔鬼游戏(2015)[电影]#  [组图共5张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2gw1f1f4zj6jk4j20c1089t9k.jpg,http://ww1.sinaimg.cn/large/93ff78d2gw1f1f4xq54egj20ai05k74r.jpg,http://ww2.sinaimg.cn/large/93ff78d2gw1f1f4xake91j20fz08k0u7.jpg,http://ww1.sinaimg.cn/large/93ff78d2gw1f1f4zvx1joj20g308jwg0.jpg,http://ww3.sinaimg.cn/large/93ff78d2gw1f1f50b9sjdj20ex09mmz6.jpg",无,True,无,无,2016-02-28 16:39,360安全浏览器,11,0,1
DjWpOfHyZ,"转发理由:转发微博  
原始用户: 最神奇的视频
转发内容: 史上最励志莫札特《土耳其进行曲》极速饶舌版。这节奏感和语速 简直太流弊~http://t.cn/RG0p2zg  ",无,无,False,无,无,2016-02-28 16:17,微博 weibo.com,0,0,0
DjQjjcpsJ,"转发理由:友直友谅友多闻  
原始用户: 思想聚焦
转发内容: 好朋友为什么会逐渐疏远  原图 ",无,http://ww1.sinaimg.cn/large/67dd74e0gw1f1e92a31o0j20hs77ke81.jpg,False,无,无,2016-02-28 00:44,微博 weibo.com,0,0,0
DjDZjck9t,转发微博已被删除,无,无,False,无,无,2016-02-26 17:22,微博 weibo.com,0,0,0
DjDI99eed,"转发理由:碌碌无为  
原始用户: 思想聚焦
转发内容: 为什么说大部分人的勤奋是完全无效的  原图 ",无,http://ww2.sinaimg.cn/large/67dd74e0gw1f1bxdhh4plj20hsb4yx6r.jpg,False,无,无,2016-02-26 16:40,微博 weibo.com,0,0,0
DjDlP1IFM,@momoyepp#bilibili#【兮曰】千本中国通史（今天的历史满分了吗？-3-）   UP主：兮曰Crandy 【兮曰】千本中国通史（今天的历史满分了吗？-3-）  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1f1cs99gp19j20k00cin0n.jpg,无,True,无,无,2016-02-26 15:45,哔哩哔哩,0,0,1
Dj5cVf71U,"转发理由:空知呀～  
原始用户: 小野妹子学吐槽
转发内容: 从空知老师的“答读者问”栏目来看，就算他没有画银魂，他也会是一位优秀的无节操段子手  [组图共6张] 原图 ",无,"http://ww2.sinaimg.cn/large/c0788b86gw1f18g0knolij20c80ucq93.jpg,http://ww3.sinaimg.cn/large/c0788b86gw1f18g0jmzmvj20c81b914b.jpg,http://ww4.sinaimg.cn/large/c0788b86gw1f18g0ln068j20c80nmjvv.jpg,http://ww3.sinaimg.cn/large/c0788b86gw1f18g0nvgprj20c80hcad0.jpg,http://ww3.sinaimg.cn/large/c0788b86gw1f18g5nyop6j20c80nmaeh.jpg,http://ww4.sinaimg.cn/large/c0788b86gw1f18g0mudprj20c819ok0t.jpg",False,无,无,2016-02-23 00:50,手机微博触屏版,0,0,0
DiSKJzTWX,"转发理由://@笑话有木有: 中国风  
原始用户: 历史也有趣
转发内容: 【中国风】古代城市名字那么唯美，改成现在的名字……  [组图共9张] 原图 ",无,"http://ww1.sinaimg.cn/large/77e792e2gw1f15pn4bizcj20c806qwf6.jpg,http://ww3.sinaimg.cn/large/77e792e2gw1f15pn5yq9vj20c807l3z5.jpg,http://ww4.sinaimg.cn/large/77e792e2gw1f15pn9y1wpj20c806jjs1.jpg,http://ww4.sinaimg.cn/large/77e792e2gw1f15pnbhexbj20c8073gmb.jpg,http://ww3.sinaimg.cn/large/77e792e2gw1f15pndipmmj20c806sdgh.jpg,http://ww3.sinaimg.cn/large/77e792e2gw1f15pnj535oj20c806u3z7.jpg,http://ww1.sinaimg.cn/large/77e792e2gw1f15pnlkmzkj20c807a0td.jpg,http://ww2.sinaimg.cn/large/77e792e2gw1f15pnu18vlj20c807mdgq.jpg,http://ww3.sinaimg.cn/large/77e792e2gw1f15pnw3x7rj20c8065jrv.jpg",False,无,无,2016-02-21 17:07,360安全浏览器,0,0,0
DiSJK7wHi,转发微博已被删除,无,无,False,无,无,2016-02-21 17:05,360安全浏览器,0,0,0
DiLoN5QHN,转发微博已被删除,无,无,False,无,无,2016-02-20 22:24,微博 weibo.com,0,0,1
DiCVmvJPI,我若说话，痛苦仍不得消减；我若忍住不说，有多少痛苦会离开我呢？ 约伯记 16:6  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1f154n6om05j20js0ek41j.jpg,无,True,无,无,2016-02-20 00:49,手机微博触屏版,0,0,0
DieD7upuX,"转发理由:转发微博  
原始用户: 历史也有趣
转发内容: 中国书法极具学习价值的216个字，相当漂亮！均来自王羲之、米芾、赵孟頫等名作。  [组图共9张] 原图 ",无,"http://ww4.sinaimg.cn/large/77e792e2gw1f11f13tctij20c80di0tz.jpg,http://ww2.sinaimg.cn/large/77e792e2gw1f11f17y4doj20c80dhgmy.jpg,http://ww1.sinaimg.cn/large/77e792e2gw1f11f1bf2kjj20c80dgabf.jpg,http://ww2.sinaimg.cn/large/77e792e2gw1f11f1fud13j20c809xgmj.jpg,http://ww4.sinaimg.cn/large/77e792e2gw1f11f1g0yuhj20c80a1wfd.jpg,http://ww4.sinaimg.cn/large/77e792e2gw1f11f1gcsvuj20c80dita1.jpg,http://ww1.sinaimg.cn/large/77e792e2gw1f11f1izis2j20c80dhq48.jpg,http://ww4.sinaimg.cn/large/77e792e2gw1f11f1k0j5dj20c80dlabd.jpg,http://ww4.sinaimg.cn/large/77e792e2gw1f11f1l6j6cj20c80dkabc.jpg",False,无,无,2016-02-17 10:58,手机微博触屏版,0,0,0
Dib6v35z4,"转发理由:转发微博  
原始用户: 思想聚焦
转发内容: 如何高效系统地进行英语学习。get√  [组图共3张] 原图 ",无,"http://ww2.sinaimg.cn/large/67dd74e0gw1f11j0z02nkj20c73q5dvq.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1f11j14zgzmj20c8387k4x.jpg,http://ww3.sinaimg.cn/large/67dd74e0gw1f11j1ccyo3j20c73j9k6v.jpg",False,无,无,2016-02-17 02:00,微博 weibo.com,0,0,0
DiaVFoowg,"转发理由:转发微博  
原始用户: 卷公子
转发内容: 【值得一看的中国纪录片推荐】十多部高质量中国纪录片，涉及历史、自然、文字、建筑、美食等各个领域，转需....  [组图共9张] 原图 ",无,"http://ww1.sinaimg.cn/large/859bfe0dgw1f11ipeo02vj20c80nlwh4.jpg,http://ww3.sinaimg.cn/large/859bfe0dgw1f11ipebxbnj20c80nmacl.jpg,http://ww2.sinaimg.cn/large/859bfe0dgw1f11ipfkh84j20c80nmjtp.jpg,http://ww1.sinaimg.cn/large/859bfe0dgw1f11ipgjy51j20c80nlwgr.jpg,http://ww3.sinaimg.cn/large/859bfe0dgw1f11iphbn41j20c80qxmzg.jpg,http://ww2.sinaimg.cn/large/859bfe0dgw1f11iphvv0lj20c80nl419.jpg,http://ww2.sinaimg.cn/large/859bfe0dgw1f11ipievnsj20c80motat.jpg,http://ww4.sinaimg.cn/large/859bfe0dgw1f11ipin226j20c80nltb0.jpg,http://ww4.sinaimg.cn/large/859bfe0dgw1f11ipj4nahj20c80nl40o.jpg",False,无,无,2016-02-17 01:33,微博 weibo.com,0,0,0
DhWnghaWF,朕对你们非常失望#bilibili#【康熙说唱王朝】部落到帝国·怒斥群臣   UP主：非桥段 http://t.cn/RGcSvTd  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1f0zwt4jlfej20k00cigob.jpg,无,True,无,无,2016-02-15 12:30,哔哩哔哩,0,0,0
DhOVtwbPl,诸位，干了这碗黄河水【史图馆】中国历代疆域变化 第八版 UP主:幻想浅绿 【史图馆】中国历代疆域变化 第八版  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1f0yzxcxhnpj20k00cimzx.jpg,无,True,无,无,2016-02-14 17:32,分享按钮,0,0,0
DgE97yhiA,年岁辞去，时光飞驰，在这几日显得特别清晰真实。无故岁人，无意中人，断舍离的一年，日日新，神与同在，以马内利。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/93ff78d2jw1f0q2e0nd6kj20gn0chdje.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f0q2e4qbajj20dc0hsjum.jpg",无,True,无,无,2016-02-07 00:15,手机微博触屏版,0,0,0
DeYHXm2zk,真的撑不下去就勇敢地认错认输吧，对此表现出自卑或愤怒，也是因为对美好太过向往，对自己要求其实很高。但是错了就认，输了就忍，未来如何不在挖苦羞辱你的胜者手中而是在公义的神手中。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/93ff78d2jw1f0ddpkct6mj20h20atwga.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f0ddpz4m01j20eb0alt9y.jpg",无,True,无,无,2016-01-27 00:56,手机微博触屏版,0,0,0
DeWDJ7Y8y,今天下课借手机给个小蓝森打电话让他妈妈接他回家。结果被他看到联系人里的“章鱼哥”然后这些小学森笑点都好低的，一教室都笑起来。ヾ(Ő∀Ő๑)ﾉ我就逗他们“其实我是海绵宝宝”结果他们又嘲笑我(　ﾟ皿ﾟ)：“好吧，其实我是美人鱼啦”  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1f0d4tqb9h9j20c80c9gm4.jpg,无,True,无,无,2016-01-26 19:40,手机微博触屏版,0,0,0
DeNAIbu1k,总是轻易产生好感，但在喜欢上之前却先发现原来是个傻逼。该庆幸也很遗憾。  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/93ff78d2jw1f0c0rqjg0fj20dc0hsmyo.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f0c0ryall6j20dc0hstaj.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f0c0s1b7u7j20dc0hsmy9.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f0c0s4uiejj20n10ctdgt.jpg",无,True,无,无,2016-01-25 20:37,手机微博触屏版,0,0,0
DextLmU7P,"转发理由:来非主流中二一把爱尔兰传说：闰年二月有二十九这天遇到的人会是真爱。2016，今年的二月有29天  
原始用户: 美搭社
转发内容: 据说转走这条微博的小公举最后都找到了真爱，万一呢？  [组图共9张] 原图 ",无,"http://ww4.sinaimg.cn/large/9486c0d8gw1f09pabtquhj20c80c8gmh.jpg,http://ww4.sinaimg.cn/large/9486c0d8gw1f09pacni4uj20c80c83yv.jpg,http://ww3.sinaimg.cn/large/9486c0d8gw1f09paddl95j20c80c8t9k.jpg,http://ww2.sinaimg.cn/large/9486c0d8gw1f09padwac9j20c80c8ta9.jpg,http://ww4.sinaimg.cn/large/9486c0d8gw1f09paefp12j20c80c83z4.jpg,http://ww1.sinaimg.cn/large/9486c0d8gw1f09paf5hv9j20c80c8q4d.jpg,http://ww2.sinaimg.cn/large/9486c0d8gw1f09pafs29jj20c80c80tv.jpg,http://ww3.sinaimg.cn/large/9486c0d8gw1f09pagiby0j20c80c80tf.jpg,http://ww3.sinaimg.cn/large/9486c0d8gw1f09pagxy3ej20c80c80tc.jpg",False,无,无,2016-01-24 03:36,微博 weibo.com,0,0,0
DeaOJEgmk,"转发理由:十八大以来我们弘扬传统文化注重精神文明和国民素质建设，zf努力与普通民众一点点开诚布公“马克思者们不是算命先生，不可能开出一副包治百病的药方，我们的理论仅仅是行动的指南，而不是需要背得僵死教条”那些无知地黑自己国家民族，却不能为国家社会做出贡献的人，你们有言论自由，但我始终鄙视你们  
原始用户: 斯道
转发内容: 帝吧fb出征直播看燃了，忍不住分享下这个视频 http://t.cn/R4HUsUo  ",无,无,False,无,无,2016-01-21 17:55,微博 weibo.com,0,0,0
De03LCFyL,"转发理由:昨晚看《少帅》张学良说：“中国人和中国人，这种战争有谁是赢家？……胜不足荣，败不足耻。”  
原始用户: 紫光阁
转发内容: 【国家面前无“爱豆”】日前，有个艺人在国外娱乐节目里发表不负责任的言论，内容背离了一名中国人的良知。从颜值上看，她是偶像，有着众多粉丝。只是事情的发展，意料之外又情理之中：网友一边倒地批评这位“偶像”的不爱国行为，“国家面前无‘爱豆’”，这句话成为大家对她拒绝的根本理由！  原图 ",无,http://ww4.sinaimg.cn/large/005Y2yg1jw1ezzz9hx2zrj30hc4tse7u.jpg,False,无,无,2016-01-20 14:32,微博 weibo.com,0,0,0
DdZXNFgqA,转发微博已被删除,无,无,False,无,无,2016-01-20 14:17,微博 weibo.com,0,0,0
DdUEYuexs,转发微博已被删除,无,无,False,无,无,2016-01-20 00:47,微博 weibo.com,0,0,0
DdUDX24yn,"转发理由:转发微博  
原始用户: Happy张江
转发内容: 看完太感动请尊重#医务人员#，尊重他们为生命和工作的付出。他们的工作性质与#生命#息息相关，他们每天都在为拯救生命而学习和工作。这才是真实的他们！我认同，我接力！认同的请接力下去！为他们点个赞！  [组图共9张] 原图 ",无,"http://ww2.sinaimg.cn/large/a180de74jw1f04pgy6o4vj20c60yh0x1.jpg,http://ww1.sinaimg.cn/large/a180de74jw1f04pgzd2kkj20c618ogpx.jpg,http://ww3.sinaimg.cn/large/a180de74jw1f04ph055n5j20c611q77n.jpg,http://ww2.sinaimg.cn/large/a180de74jw1f04ph0lbitj20c60st0vi.jpg,http://ww3.sinaimg.cn/large/a180de74jw1f04ph1hsj1j20c614n0wn.jpg,http://ww3.sinaimg.cn/large/a180de74jw1f04ph2o1wuj20c618jwii.jpg,http://ww2.sinaimg.cn/large/a180de74jw1f04ph3wqexj20c615kq7i.jpg,http://ww2.sinaimg.cn/large/a180de74jw1f04ph4mgj7j20c60v3ad9.jpg,http://ww1.sinaimg.cn/large/a180de74jw1f04ph5k6ezj20c60z7dki.jpg",False,无,无,2016-01-20 00:44,微博 weibo.com,0,0,0
DdSrAov87,不能理解这种：“我那么喜欢你，喜欢得这么那么辛苦，你竟然不接受，太过份！太对不起我了！”真是想讲脏话！还有什么“女人说不其实是说好的”这种直男癌(　ﾟ皿ﾟ)怕死了哪天说出：“不接受我就跳楼”，然后一家子扛尸找上门要求负责任的！我TM不喜欢你真是罪该万死对不起你们全家啊(ノ=Д=)ノ┻━┻  原图 ,http://ww4.sinaimg.cn/large/93ff78d2jw1f050hg1n9dj20ci08caac.jpg,无,True,无,无,2016-01-19 19:08,手机微博触屏版,1,0,0
DdQoVDUdw,刚路上遇到新娘送嫁放鞭炮还有青天白日放那种超响超奢华皇家礼炮烟花(　ﾟ皿ﾟ)真是替烟花们可惜，毛线都看不到，一声响就没了，JJ难道没有告诉你们“等不到天黑，烟火不会太完美”吗？  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1f04qagv41ej20fa0a574j.jpg,无,True,无,无,2016-01-19 13:56,手机微博触屏版,1,0,0
DdPwJkSYR,"转发理由:极力推荐啊啊啊(๑•̀ㅂ•́)و✧  
原始用户: 两色风景嘎
转发内容: 若有一种同步率统计软件，输入你在不同网站的ID，就能分析出跟你在豆瓣书籍电影打分、虾米网易私人歌单、微博关注对象及话题、常去的淘宝店和餐饮店、文站图站漫画站的追更重点…等方面都超合拍的人。兴趣乃至三观都很相似且还单身的话，就在一起啊！#不排除有恨不相逢未嫁时和乱花渐欲迷人眼的情况…#  原图 ",无,http://ww4.sinaimg.cn/large/4ca9b00fgw1f04jfnbfd8j20av064t8n.jpg,False,无,无,2016-01-19 11:43,手机微博触屏版,0,0,0
Dd0l6oma0,九点多跟着母上大人就寝，但积弊已久的生物钟又十一点多醒来到现在，睡不着一顿胡思乱想默祷，从这几天干什么不知怎么想到社会民生人文环境所事专业社会价值从业方向，想得整个人热血沸腾，恨不得第二天快到赶紧起床干活建设中国特色社会主义，真想给自己脑门来一下  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1ezydptx05dj20ci08caac.jpg,无,True,无,无,2016-01-14 01:24,手机微博触屏版,0,0,2
DcZ1unLTu,默默自己决定每天六旧两新要在今年读完《圣经》新旧约恢复本，明年就开始完成和合本。然后很久前一中断就没再接上(　ﾟ皿ﾟ)～目前旧约到《列王记下卷》新约到《帖撒罗尼加上》_(:з」∠)_过年前完成不了又要对自己言而无信了啊_(:з」∠)_  原图 ,http://ww1.sinaimg.cn/large/93ff78d2jw1ezy7pdaq0rj206s061wek.jpg,无,True,无,无,2016-01-13 22:03,手机微博触屏版,0,0,0
Dce1fDa16,陈正意的#哔哩哔哩属性# 一天不看片会死星人就是你吗？在异次元的空间里跟我们一起做梦吧。bilibili会员答题太高能终于过了~百度君真是学识渊博 http://t.cn/R4K1913   ,无,无,True,无,无,2016-01-08 22:23,哔哩哔哩,0,0,0
Dca9RoZDd,"转发理由:赵佶啊～还蛮喜欢的说。让个无心权术王道的艺术家待错位置造成大家一起倒霉，南唐后主也是，家国世袭之弊  
原始用户: 风息神泪
转发内容: 宋徽宗的字画，我是不喜欢的。就为了保全他自己的命，含他自己的妻女在内，上万名女子被诚惶诚恐的奉给金兵。后果是被强暴，坠死，冻饿死，论斤卖……。强征民间妇女时，竟还不准自杀，否则祸及家人。这人品行，在渣皇帝里都是能排前位的，简直是条披着皇袍的烂蛆。#开封住户，曾傲称为“龙袖骄民”#  原图 ",无,http://ww3.sinaimg.cn/large/5656495bgw1ezqtb6sq51j20zk0nmwhx.jpg,False,无,无,2016-01-08 12:34,手机微博触屏版,0,0,0
Dbtvem8FM,下次要喜欢一个能一起变得更好的人。  原图 ,http://ww3.sinaimg.cn/large/93ff78d2jw1ezmqzjcaajj20dc0hs41q.jpg,无,True,无,无,2016-01-03 23:58,手机微博触屏版,0,0,1
DbrccjrTc,永乐宫壁画临摹，路过的同学说我们班像停尸房，明明很考古现场(　ﾟ皿ﾟ)  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/93ff78d2jw1ezmgttej4qj20dc0hs76f.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1ezmgu0p26mj20hs0dc40c.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1ezmguu5dioj20hs0dctab.jpg",无,True,无,无,2016-01-03 18:06,手机微博触屏版,0,0,0
